Design No.,Contractor,Mix Type,Grade,Binder Content,Binder Type,Traffic Level,FLc,Flf,AL,GA,HN,IL,JA,KY,MX,NS,NB,QC,SC,TN,AL2,GA2,HN2,IL2,JA2,KY2,MX2,NS2,NB2,QC2,SC2,TN2,Sand,RAP,BLEND SUM,Design No.
5163A,Anderson Columbia,SP 12.5,Fine,5.5,PG 67 22,C,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,100.00,SP 07 5163A
5164A,ACE Asphalt,SP 12.5,Fine,8.1,PG 67 22,C,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 07 5164A
5165A,Duval Asphalt Products,FC 12.5,Fine,5.3,ARB 5,C,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 07 5165A
5166A,Duval Asphalt Products,SP 12.5,Fine,5.3,PG 67 22,C,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 07 5166A
5167A,Atlantic Coast Asphalt,SP 12.5,Fine,5.6,PG 67 22,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SP 07 5167A
5168A,Atlantic Coast Asphalt,SP 12.5,Fine,5.5,PG 76 22 (PMA),C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SPM 07 5168A
5169A,Atlantic Coast Asphalt,SP 12.5,Coarse,5.9,PG 67 22,D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,20.00,100.00,SP 07 5169A
5170A,Atlantic Coast Asphalt,SP 12.5,Coarse,5.8,PG 76 22 (PMA),D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,5.00,15.00,100.00,SPM 07 5170A
5171A,Ajax Paving Industries Inc.,FC 5,0 ,5.5,PG 76 22 (PMA),0 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SPM 07 5171A
5173A,Ajax Paving Industries Inc.,FC 5,0 ,6.2,ARB 12,0 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SP 07 5173A
5174A,P & S Paving Inc.,SP 19.0,Fine,5.5,RA 1300,C,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,100.00,SP 07 5174A
5175A,APAC Gulf Coast Division,ATPB,0 ,2.5,PG 67 22,0 ,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 07 5175A
5176A,Ajax Paving Industries Inc.,SP 12.5,Fine,7.2,PG 76 22 (PMA),E,43.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SPM 07 5151A
5177A,C.W. Roberts Contracting,FC 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SPM 07 5177A
5178A,Anderson Columbia,SP 12.5,Fine,5.5,PG 64 22,C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SP 07 5178A
5179A,APAC Central Fla. Division,SP 12.5,Fine,4.7,PG 76 22 (PMA),D,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 07 5179A
5180A,Ranger Construction,SP 9.5,Fine,6.3,PG 67 22,E,48.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 07 5180A
5181A,Middlesex Asphalt LLC,SP 9.5,Fine,6.5,PG 67 22,C,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,25.00,100.00,SP 07 5181A
5182A,Ranger Construction,SP 9.5,Fine,6.9,PG 76 22 (PMA),C,42.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 07 5182A
5183A,Elmo Greer & Sons,SP 12.5,Fine,6.3,PG 64 22,D,35.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,100.00,SP 07 5183A
5184A,Elmo Greer & Sons,SP 12.5,Fine,6.3,PG 76 22 (PMA),D,43.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 07 5184A
5185A,Elmo Greer & Sons,SP 9.5,Fine,7.2,PG 64 22,C,30.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SP 07 5185A
5186A,Atlantic Coast Asphalt,FC 12.5,Fine,5.8,ARB 5,C,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 07 5186A
5187A,Ranger Construction,SP 12.5,Coarse,6.1,PG 64 22,D,55.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 07 5187A
5188A,Better Roads Inc.,SP 9.5,Fine,7.3,PG 64 22,C,35.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,21.00,100.00,SP 07 5188A
5189A,Peavy & Son Construction,SP 12.5,Fine,5.4,PG 76 22 (PMA),D,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SPM 07 5189A
5190A,APAC Gulf Coast Division,SP 12.5,Fine,5.3,RA 1500,C,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,25.00,100.00,SP 07 5190A
5191A,Ranger Construction,SP 12.5,Fine,6.5,PG 76 22 (PMA),C,58.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 07 5191A
5192A,Better Roads Inc.,FC 5,0 ,6.6,ARB 12,0 ,96.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 07 5192A
5193A,Better Roads Inc.,FC 5,0 ,6.7,ARB 12,0 ,96.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 07 5193A
5194A,Ranger Construction,SP 9.5,Fine,6.5,PG 76 22 (PMA),C,35.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 07 5194A
5195A,Ranger Construction,SP 12.5,Fine,6.3,PG 76 22 (PMA),C,37.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 07 5195A
5198A,Orlando Paving Co.,SP 9.5,Fine,6.5,PG 76 22 (PMA),C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,14.00,0.00,100.00,SPM 07 5198A
5199A,C.W. Roberts Contracting,SP 12.5,Fine,5.4,PG 76 22 (PMA),C,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,100.00,SPM 07 5199A
5200A,C.W. Roberts Contracting,SP 9.5,Fine,5.5,PG 76 22 (PMA),B,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,100.00,SPM 07 5200A
5201A,C.W. Roberts Contracting,SP 9.5,Fine,5.5,PG 67 22,B,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,100.00,SP 07 5201A
5202A,C.W. Roberts Contracting,SP 12.5,Fine,5.0,PG 67 22,C,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,15.00,100.00,SP 07 5202A
5203A,Orlando Paving Co.,FC 9.5,Fine,6.5,PG 76 22 (PMA),C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,14.00,0.00,100.00,SPM 07 5203A
5204A,Douglas Asphalt Co.,FC 5,0 ,5.5,PG 76 22 (PMA),0 ,0.00,0.00,0.00,71.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SPM 07 5204A
5205A,Ranger Construction,SP 9.5,Fine,6.5,PG 67 22,C,25.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,100.00,SP 07 5205A
5206A,Anderson Columbia,FC 5,0 ,5.4,PG 76 22 (PMA),0 ,0.00,0.00,0.00,62.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SPM 07 5206A
5207A,C.W. Roberts Contracting,SP 12.5,Fine,5.0,PG 76 22 (PMA),C,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,15.00,100.00,SPM 07 5207A
5208A,APAC Central Fla. Division,SP 12.5,Fine,7.2,PG 67 22,D,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 07 5208A
5209A,Anderson Columbia,SP 12.5,Fine,6.0,RA 900,C,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SP 07 5209A
5210A,Ranger Construction,FC 9.5,Fine,6.9,PG 76 22 (PMA),C,42.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 07 5210A
5211A,APAC Central Fla. Division,FC 12.5,Fine,7.5,ARB 5,C,45.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 07 5211A
5212A,APAC Central Fla. Division,SP 9.5,Fine,6.8,PG 64 22,C,35.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,25.00,100.00,SP 07 5212A
5213A,APAC Central Fla. Division,SP 9.5,Coarse,6.7,PG 67 22,D,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,20.00,100.00,SP 07 5213A
5214A,APAC Central Fla. Division,SP 12.5,Fine,5.1,PG 67 22,C,13.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 07 5214A
5215A,APAC Central Fla. Division,SP 9.5,Fine,7.4,PG 67 22,C,50.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 07 5215A
5216A,APAC Central Fla. Division,SP 12.5,Coarse,6.3,PG 67 22,D,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 07 5216A
5217A,APAC Central Fla. Division,SP 19.0,Fine,6.5,PG 67 22,C,52.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,100.00,SP 07 5217A
5218A,APAC Central Fla. Division,SP 19.0,Fine,6.0,PG 67 22,C,45.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,15.00,100.00,SP 07 5218A
5219A,Douglas Asphalt Co.,SP 12.5,Fine,5.2,PG 67 22,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,20.00,0.00,100.00,SP 07 5219A
5220A,Better Roads Inc.,FC 5,0 ,7.2,PG 76 22 (PMA),0 ,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 07 5220A
5221A,APAC Gulf Coast Division,FC 5,0 ,5.3,PG 76 22 (PMA),0 ,0.00,0.00,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SPM 07 5221A
5222A,Ranger Construction,SP 9.5,Fine,6.7,PG 76 22 (PMA),C,30.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 07 5222A
5223A,Orlando Paving Co.,FC 9.5,Fine,6.2,ARB 5,C,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,14.00,0.00,100.00,SP 07 5223A
5224A,Orlando Paving Co.,FC 9.5,Fine,6.5,PG 76 22 (PMA),C,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,14.00,0.00,100.00,SPM 07 5224A
5225A,Orlando Paving Co.,SP 19.0,Fine,5.4,PG 67 22,C,34.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,20.00,20.00,100.00,SP 07 5225A
5226A,Orlando Paving Co.,SP 12.5,Fine,5.3,PG 64 22,C,13.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,15.00,29.00,100.00,SP 07 5226A
5229A,Atlantic Coast Asphalt,SP 12.5,Coarse,5.9,PG 76 22 (PMA),E,15.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,15.00,100.00,SPM 07 5229A
5230A,Peavy & Son Construction,SP 12.5,Fine,5.4,PG 76 22 (PMA),D,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,100.00,SPM 07 5230A
5233A,Middlesex Asphalt LLC,FC 5,0 ,6.5,ARB 12,0 ,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,99.00,SP 07 5233A
5234A,Lane Construction,SP 12.5,Fine,5.4,RA 1600,C,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,28.00,100.00,SP 07 5234A
5236A,Douglas Asphalt Co.,SP 12.5,Fine,5.3,PG 67 22,D,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SP 07 5236A
5238A,P & S Paving Inc.,FC 12.5,Fine,7.4,PG 76 22 (PMA),C,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 07 5238A
5239A,Middlesex Asphalt LLC,SP 9.5,Fine,5.3,RA 1500,C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,35.00,100.00,SP 07 5239A
5240A,Middlesex Asphalt LLC,SP 9.5,Fine,5.3,RA 1500,B,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,10.00,35.00,100.00,SP 07 5240A
5242A,Middlesex Asphalt LLC,SP 9.5,Fine,5.7,PG 64 22,B,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,10.00,35.00,100.00,SP 07 5242A
5243A,Ranger Construction,SP 9.5,Fine,6.7,PG 67 22,C,30.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 07 5243A
5244A,APAC First Coast Division,FC 5,0 ,5.7,PG 76 22 (PMA),0 ,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SPM 07 5244A
5245A,APAC Central Fla. Division,SP 12.5,Fine,4.7,PG 64 22,D,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 07 5245A
5246A,APAC Central Fla. Division,SP 12.5,Fine,6.0,PG 64 22,B,35.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,30.00,100.00,SP 07 5246A
5247A,APAC First Coast Division,FC 5,0 ,5.7,PG 76 22 (PMA),0 ,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SPM 07 5247A
5250A,Middlesex Asphalt LLC,SP 9.5,Coarse,5.2,PG 67 22,D,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,20.00,100.00,SP 07 5250A
5251A,V.E. Whitehurst & Sons,FC 5,0 ,5.6,PG 76 22 (PMA),0 ,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,99.00,SPM 07 5251A
5252A,Community Asphalt Corp.,SP 9.5,Fine,6.2,PG 64 22,C,35.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,25.00,100.00,SP 07 5252A
5254A,Ajax Paving Industries Inc.,SP 9.5,Coarse,7.0,PG 76 22 (PMA),D,25.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 07 5254A
5255A,Roads Inc. of NWF,SP 12.5,Fine,5.0,RA 1000,C,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,23.00,100.00,SP 07 5255A
5256A,APAC Central Fla. Division,SP 19.0,Fine,5.2,PG 67 22,D,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 07 5256A
5257A,Dickerson Florida Inc.,SP 9.5,Fine,6.6,PG 64 22,C,28.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,100.00,SP 07 5257A
5258A,Group III Asphalt Inc.,SP 12.5,Fine,5.0,PG 76 22 (PMA),C,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,15.00,100.00,SPM 07 5258A
